,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score,movie_titleO,combined
2160,Jeff Tremaine,Steve-O,Action Comedy Documentary,Bam Margera,jackass 3d,Chris Pontius,7.1,Jackass 3D,Jeff Tremaine Steve-O Bam Margera Action Comedy Documentary Chris Pontius
2161,Jeannot Szwarc,Murray Hamilton,Adventure Horror Thriller,Roy Scheider,jaws 2,Joseph Mascolo,5.7,Jaws 2,Jeannot Szwarc Murray Hamilton Roy Scheider Adventure Horror Thriller Joseph Mascolo
2162,Raja Gosnell,Nick Zano,Adventure Comedy Drama Family Romance,Jamie Lee Curtis,beverly hills chihuahua,Ali Hillis,3.7,Beverly Hills Chihuahua,Raja Gosnell Nick Zano Jamie Lee Curtis Adventure Comedy Drama Family Romance Ali Hillis
2163,James Wan,Lili Taylor,Horror Mystery Thriller,Mackenzie Foy,the conjuring,Hayley McFarland,7.5,The Conjuring,James Wan Lili Taylor Mackenzie Foy Horror Mystery Thriller Hayley McFarland
2164,Brian Levant,Tracy Morgan,Adventure Comedy Family Romance,Nia Long,are we there yet?,Jay Mohr,4.6,Are We There Yet?,Brian Levant Tracy Morgan Nia Long Adventure Comedy Family Romance Jay Mohr
2165,Ben Falcone,Mark Duplass,Comedy,Gary Cole,tammy,Ben Falcone,4.9,Tammy,Ben Falcone Mark Duplass Gary Cole Comedy Ben Falcone
2167,Richard Linklater,Sarah Silverman,Comedy Music,Miranda Cosgrove,school of rock,Mike White,7.1,School of Rock,Richard Linklater Sarah Silverman Miranda Cosgrove Comedy Music Mike White
2168,Paul W.S. Anderson,Cary-Hiroyuki Tagawa,Action Adventure Fantasy Sci-Fi Thriller,Christopher Lambert,mortal kombat,Bridgette Wilson-Sampras,5.8,Mortal Kombat,Paul W.S. Anderson Cary-Hiroyuki Tagawa Christopher Lambert Action Adventure Fantasy Sci-Fi Thriller Bridgette Wilson-Sampras
2170,Keenen Ivory Wayans,Jaime King,Comedy Crime,Busy Philipps,white chicks,Brittany Daniel,5.4,White Chicks,Keenen Ivory Wayans Jaime King Busy Philipps Comedy Crime Brittany Daniel
2171,Alexander Payne,Nick Krause,Comedy Drama,Shailene Woodley,the descendants,Beau Bridges,7.3,The Descendants,Alexander Payne Nick Krause Shailene Woodley Comedy Drama Beau Bridges
2172,Andrew Davis,Zane Holtz,Adventure Comedy Drama Family Mystery,Tim Blake Nelson,holes,Ski Carr,7.1,Holes,Andrew Davis Zane Holtz Tim Blake Nelson Adventure Comedy Drama Family Mystery Ski Carr
2173,Julie Anne Robinson,Bobby Coleman,Drama Family Music Romance,Kelly Preston,the last song,Melissa Ordway,5.8,The Last Song,Julie Anne Robinson Bobby Coleman Kelly Preston Drama Family Music Romance Melissa Ordway
2174,Steve McQueen,Scoot McNairy,Biography Drama History,Quvenzhané Wallis,12 years a slave,Taran Killam,8.1,12 Years a Slave,Steve McQueen Scoot McNairy Quvenzhané Wallis Biography Drama History Taran Killam
2175,Charles Stone III,Nick Cannon,Comedy Drama Music Romance,Leonard Roberts,drumline,Jason Weaver,5.7,Drumline,Charles Stone III Nick Cannon Leonard Roberts Comedy Drama Music Romance Jason Weaver
2176,Tyler Perry,Cicely Tyson,Comedy Drama Romance,Michael Jai White,why did i get married too?,Tasha Smith,4.4,Why Did I Get Married Too?,Tyler Perry Cicely Tyson Michael Jai White Comedy Drama Romance Tasha Smith
2177,Tim Burton,Dianne Wiest,Fantasy Romance,Johnny Depp,edward scissorhands,Conchata Ferrell,7.9,Edward Scissorhands,Tim Burton Dianne Wiest Johnny Depp Fantasy Romance Conchata Ferrell
2178,Thea Sharrock,Emilia Clarke,Drama Romance,Sam Claflin,me before you,Brendan Coyle,7.6,Me Before You,Thea Sharrock Emilia Clarke Sam Claflin Drama Romance Brendan Coyle
2179,Tyler Perry,Tom Arnold,Comedy Crime Drama,John Amos,madea's witness protection,Romeo Miller,4.8,Madea's Witness Protection,Tyler Perry Tom Arnold John Amos Comedy Crime Drama Romeo Miller
2180,William Friedkin,Fernando Rey,Action Crime Drama Thriller,Roy Scheider,the french connection,Tony Lo Bianco,7.8,The French Connection,William Friedkin Fernando Rey Roy Scheider Action Crime Drama Thriller Tony Lo Bianco
2181,Jon Lucas,Jay Hernandez,Comedy,Mila Kunis,bad moms,Jada Pinkett Smith,6.7,Bad Moms,Jon Lucas Jay Hernandez Mila Kunis Comedy Jada Pinkett Smith
2182,Aaron Seltzer,Carmen Electra,Comedy Romance,Alyson Hannigan,date movie,Fred Willard,2.7,Date Movie,Aaron Seltzer Carmen Electra Alyson Hannigan Comedy Romance Fred Willard
2183,Robin Budd,Rob Paulsen,Adventure Animation Family Fantasy,Roger Rees,return to never land,Spencer Breslin,5.8,Return to Never Land,Robin Budd Rob Paulsen Roger Rees Adventure Animation Family Fantasy Spencer Breslin
2184,Ava DuVernay,Tom Wilkinson,Biography Drama History,David Oyelowo,selma,Oprah Winfrey,7.5,Selma,Ava DuVernay Tom Wilkinson David Oyelowo Biography Drama History Oprah Winfrey
2185,Steve Trenbirth,Phil Collins,Adventure Animation Family Musical,Haley Joel Osment,the jungle book 2,Tony Jay,5.4,The Jungle Book 2,Steve Trenbirth Phil Collins Haley Joel Osment Adventure Animation Family Musical Tony Jay
2186,Stephen Kay,Skye McCole Bartusiak,Drama Horror Mystery Thriller,Barry Watson,boogeyman,Charles Mesure,4.1,Boogeyman,Stephen Kay Skye McCole Bartusiak Barry Watson Drama Horror Mystery Thriller Charles Mesure
2187,Mennan Yapo,Amber Valletta,Drama Mystery Thriller,Nia Long,premonition,Marc Macaulay,5.9,Premonition,Mennan Yapo Amber Valletta Nia Long Drama Mystery Thriller Marc Macaulay
2188,Jun Falkenstein,John Fiedler,Animation Comedy Drama Family Musical,Kath Soucie,the tigger movie,Ken Sansom,6.3,The Tigger Movie,Jun Falkenstein John Fiedler Kath Soucie Animation Comedy Drama Family Musical Ken Sansom
2189,Jaume Collet-Serra,CCH Pounder,Horror Mystery Thriller,Jimmy Bennett,orphan,Aryana Engineer,7.0,Orphan,Jaume Collet-Serra CCH Pounder Jimmy Bennett Horror Mystery Thriller Aryana Engineer
2190,Boaz Yakin,Joseph Julian Soria,Adventure Family,Jay Hernandez,max,Edgar Arreola,6.8,Max,Boaz Yakin Joseph Julian Soria Jay Hernandez Adventure Family Edgar Arreola
2192,Jason Friedberg,Carmen Electra,Adventure Comedy,David Carradine,epic movie,Fred Willard,2.3,Epic Movie,Jason Friedberg Carmen Electra David Carradine Adventure Comedy Fred Willard
2194,Tom McCarthy,Jamey Sheridan,Biography Crime Drama History,Billy Crudup,spotlight,Brian d'Arcy James,8.1,Spotlight,Tom McCarthy Jamey Sheridan Billy Crudup Biography Crime Drama History Brian d'Arcy James
2195,Neil LaBute,Justin Chambers,Crime Drama Thriller,Jay Hernandez,lakeview terrace,Robert Pine,6.1,Lakeview Terrace,Neil LaBute Justin Chambers Jay Hernandez Crime Drama Thriller Robert Pine
2196,Takashi Shimizu,Sarah Roemer,Horror Thriller,Sarah Michelle Gellar,the grudge 2,Matthew Knight,5.0,The Grudge 2,Takashi Shimizu Sarah Roemer Sarah Michelle Gellar Horror Thriller Matthew Knight
2197,Kevin Rodney Sullivan,James Pickens Jr.,Comedy Drama Romance,Richard Lawson,how stella got her groove back,Barry Shabaka Henley,5.5,How Stella Got Her Groove Back,Kevin Rodney Sullivan James Pickens Jr. Richard Lawson Comedy Drama Romance Barry Shabaka Henley
2198,Peter Hewitt,George Carlin,Adventure Comedy Fantasy Music Sci-Fi,Keanu Reeves,bill & ted's bogus journey,Alex Winter,6.2,Bill & Ted's Bogus Journey,Peter Hewitt George Carlin Keanu Reeves Adventure Comedy Fantasy Music Sci-Fi Alex Winter
2199,Barry Levinson,Tina Fey,Comedy Drama Romance Thriller,Robin Williams,man of the year,Amy Poehler,6.2,Man of the Year,Barry Levinson Tina Fey Robin Williams Comedy Drama Romance Thriller Amy Poehler
2200,Gary Nelson,Maximilian Schell,Action Sci-Fi,Robert Forster,the black hole,Yvette Mimieux,5.9,The Black Hole,Gary Nelson Maximilian Schell Robert Forster Action Sci-Fi Yvette Mimieux
2201,Anton Corbijn,Thekla Reuten,Crime Drama Thriller,Violante Placido,the american,Filippo Timi,6.3,The American,Anton Corbijn Thekla Reuten Violante Placido Crime Drama Thriller Filippo Timi
2202,Gregory Nava,Constance Marie,Biography Drama Music,Jon Seda,selena,Jacob Vargas,6.7,Selena,Gregory Nava Constance Marie Jon Seda Biography Drama Music Jacob Vargas
2203,Jason Friedberg,Dave Foley,Comedy,Diedrich Bader,vampires suck,Anneliese van der Pol,3.5,Vampires Suck,Jason Friedberg Dave Foley Diedrich Bader Comedy Anneliese van der Pol
2204,Alejandro G. Iñárritu,Harriet Walter,Drama,Brad Pitt,babel,Dermot Crowley,7.5,Babel,Alejandro G. Iñárritu Harriet Walter Brad Pitt Drama Dermot Crowley
2205,Shawn Levy,Abigail Spencer,Comedy Drama,Tina Fey,this is where i leave you,Jane Fonda,6.6,This Is Where I Leave You,Shawn Levy Abigail Spencer Tina Fey Comedy Drama Jane Fonda
2206,John Patrick Shanley,Meryl Streep,Drama Mystery,Philip Seymour Hoffman,doubt,Carrie Preston,7.5,Doubt,John Patrick Shanley Meryl Streep Philip Seymour Hoffman Drama Mystery Carrie Preston
2207,Trey Parker,Maurice LaMarche,Action Comedy,Jeremy Shada,team america: world police,Trey Parker,7.2,Team America: World Police,Trey Parker Maurice LaMarche Jeremy Shada Action Comedy Trey Parker
2208,John Luessenhop,Keram Malicki-Sánchez,Horror Thriller,Gunnar Hansen,texas chainsaw 3d,Shaun Sipos,4.8,Texas Chainsaw 3D,John Luessenhop Keram Malicki-Sánchez Gunnar Hansen Horror Thriller Shaun Sipos
2209,Jon Amiel,Holly Hunter,Crime Drama Mystery Thriller,William McNamara,copycat,Harry Connick Jr.,6.6,Copycat,Jon Amiel Holly Hunter William McNamara Crime Drama Mystery Thriller Harry Connick Jr.
2210,Malcolm D. Lee,Snoop Dogg,Comedy,Marisa Saks,scary movie 5,Molly Shannon,3.5,Scary Movie 5,Malcolm D. Lee Snoop Dogg Marisa Saks Comedy Molly Shannon
2211,Joshua Logan,Lee Marvin,Comedy Drama Musical Romance Western,Clint Eastwood,paint your wagon,Ray Walston,6.7,Paint Your Wagon,Joshua Logan Lee Marvin Clint Eastwood Comedy Drama Musical Romance Western Ray Walston
2212,Gus Van Sant,Denis O'Hare,Biography Drama History,James Franco,milk,Lucas Grabeel,7.6,Milk,Gus Van Sant Denis O'Hare James Franco Biography Drama History Lucas Grabeel
2213,Kevin Reynolds,Jan Cornet,Action Adventure Drama Mystery,Peter Firth,risen,María Botto,6.3,Risen,Kevin Reynolds Jan Cornet Peter Firth Action Adventure Drama Mystery María Botto
2214,Steve Beck,Ron Eldard,Horror,Isaiah Washington,ghost ship,Francesca Rettondini,5.5,Ghost Ship,Steve Beck Ron Eldard Isaiah Washington Horror Francesca Rettondini
2215,Todd Strauss-Schulson,Thomas Lennon,Adventure Comedy,Patton Oswalt,a very harold & kumar 3d christmas,Paula Garcés,6.3,A Very Harold & Kumar 3D Christmas,Todd Strauss-Schulson Thomas Lennon Patton Oswalt Adventure Comedy Paula Garcés
2216,John McNaughton,Robert Wagner,Crime Drama Mystery Thriller,Bill Murray,wild things,Jeff Perry,6.5,Wild Things,John McNaughton Robert Wagner Bill Murray Crime Drama Mystery Thriller Jeff Perry
2217,Nelson McCormick,Paige Turco,Crime Thriller,Sela Ward,the stepfather,Skyler Samuels,5.6,The Stepfather,Nelson McCormick Paige Turco Sela Ward Crime Thriller Skyler Samuels
2218,John Madden,Jesper Christensen,Drama Thriller,Tom Wilkinson,the debt,Romi Aboulafia,6.9,The Debt,John Madden Jesper Christensen Tom Wilkinson Drama Thriller Romi Aboulafia
2219,Stephen Frears,Lili Taylor,Comedy Drama Music Romance,Drake Bell,high fidelity,Lisa Bonet,7.6,High Fidelity,Stephen Frears Lili Taylor Drake Bell Comedy Drama Music Romance Lisa Bonet
2220,Eric Valette,Jason Beghe,Horror Mystery,Johnny Lewis,one missed call,Margaret Cho,3.9,One Missed Call,Eric Valette Jason Beghe Johnny Lewis Horror Mystery Margaret Cho
2221,John Schlesinger,Beverly D'Angelo,Crime Drama Thriller,Joe Mantegna,eye for an eye,Philip Baker Hall,6.1,Eye for an Eye,John Schlesinger Beverly D'Angelo Joe Mantegna Crime Drama Thriller Philip Baker Hall
2222,Roger Donaldson,Saffron Burrows,Crime Drama Romance Thriller,Jason Statham,the bank job,Daniel Mays,7.3,The Bank Job,Roger Donaldson Saffron Burrows Jason Statham Crime Drama Romance Thriller Daniel Mays
2223,Michel Gondry,Kirsten Dunst,Drama Fantasy Romance Sci-Fi,Kate Winslet,eternal sunshine of the spotless mind,Tom Wilkinson,8.3,Eternal Sunshine of the Spotless Mind,Michel Gondry Kirsten Dunst Kate Winslet Drama Fantasy Romance Sci-Fi Tom Wilkinson
2224,Andy Fickman,James Wolk,Comedy Family Romance,Jamie Lee Curtis,you again,Christine Lakin,5.8,You Again,Andy Fickman James Wolk Jamie Lee Curtis Comedy Family Romance Christine Lakin
2225,David Ayer,Chris Evans,Action Crime Drama Thriller,Keanu Reeves,street kings,Noel Gugliemi,6.8,Street Kings,David Ayer Chris Evans Keanu Reeves Action Crime Drama Thriller Noel Gugliemi
2226,Edgar Wright,Thomas Law,Action Comedy Sci-Fi,Michael Smiley,the world's end,Jasper Levine,7.0,The World's End,Edgar Wright Thomas Law Michael Smiley Action Comedy Sci-Fi Jasper Levine
2227,Andrew Fleming,Laura Harring,Comedy Crime Family Mystery Romance Thriller,Kay Panabaker,nancy drew,Tate Donovan,5.9,Nancy Drew,Andrew Fleming Laura Harring Kay Panabaker Comedy Crime Family Mystery Romance Thriller Tate Donovan
2228,Michael Spierig,Damien Garvey,Action Horror Sci-Fi Thriller,Jay Laga'aia,daybreakers,Tiffany Lamb,6.5,Daybreakers,Michael Spierig Damien Garvey Jay Laga'aia Action Horror Sci-Fi Thriller Tiffany Lamb
2229,Jim Field Smith,Kim Shaw,Comedy Romance,Mike Vogel,she's out of my league,Geoff Stults,6.4,She's Out of My League,Jim Field Smith Kim Shaw Mike Vogel Comedy Romance Geoff Stults
2230,Thomas Bezucha,Luke Bracey,Adventure Comedy Family Romance,Leighton Meester,monte carlo,Brett Cullen,5.8,Monte Carlo,Thomas Bezucha Luke Bracey Leighton Meester Adventure Comedy Family Romance Brett Cullen
2231,William Brent Bell,Frankie Muniz,Horror Thriller,Adam Goldberg,stay alive,Samaire Armstrong,5.1,Stay Alive,William Brent Bell Frankie Muniz Adam Goldberg Horror Thriller Samaire Armstrong
2232,Simon Wincer,Tom Selleck,Action Adventure Drama Romance Western,Alan Rickman,quigley down under,Ben Mendelsohn,6.8,Quigley Down Under,Simon Wincer Tom Selleck Alan Rickman Action Adventure Drama Romance Western Ben Mendelsohn
2233,Anthony Bell,Larry Miller,Adventure Animation Comedy Family Romance,Kevin Sussman,alpha and omega,Christine Lakin,5.3,Alpha and Omega,Anthony Bell Larry Miller Kevin Sussman Adventure Animation Comedy Family Romance Christine Lakin
2234,Renny Harlin,Kyle Schmid,Action Fantasy Horror Thriller,Laura Ramsey,the covenant,Toby Hemingway,5.3,The Covenant,Renny Harlin Kyle Schmid Laura Ramsey Action Fantasy Horror Thriller Toby Hemingway
2235,Jessica Bendinger,Vanessa Lengies,Comedy Drama Sport,Jeff Bridges,stick it,John Patrick Amedori,6.4,Stick It,Jessica Bendinger Vanessa Lengies Jeff Bridges Comedy Drama Sport John Patrick Amedori
2236,Robert Rodriguez,Leo Howard,Comedy Family Fantasy,Jimmy Bennett,shorts,Jake Short,4.9,Shorts,Robert Rodriguez Leo Howard Jimmy Bennett Comedy Family Fantasy Jake Short
2237,Gus Van Sant,Wayne Knight,Comedy Crime Drama,Kurtwood Smith,to die for,Holland Taylor,6.8,To Die For,Gus Van Sant Wayne Knight Kurtwood Smith Comedy Crime Drama Holland Taylor
2238,Henry Joost,Marc John Jefferies,Adventure Crime Mystery Sci-Fi Thriller,Samira Wiley,nerve,Emily Meade,7.1,Nerve,Henry Joost Marc John Jefferies Samira Wiley Adventure Crime Mystery Sci-Fi Thriller Emily Meade
2239,Ed Harris,James Gammon,Crime Drama Western,Viggo Mortensen,appaloosa,Tom Bower,6.8,Appaloosa,Ed Harris James Gammon Viggo Mortensen Crime Drama Western Tom Bower
2240,John Carpenter,Cary-Hiroyuki Tagawa,Action Horror Thriller,Sheryl Lee,vampires,Maximilian Schell,6.1,Vampires,John Carpenter Cary-Hiroyuki Tagawa Sheryl Lee Action Horror Thriller Maximilian Schell
2242,Alfred Hitchcock,Vera Miles,Horror Mystery Thriller,Janet Leigh,psycho,John Gavin,8.5,Psycho,Alfred Hitchcock Vera Miles Janet Leigh Horror Mystery Thriller John Gavin
2243,Howard Deutch,Taran Killam,Comedy Romance,Dane Cook,my best friend's girl,Riki Lindhome,5.9,My Best Friend's Girl,Howard Deutch Taran Killam Dane Cook Comedy Romance Riki Lindhome
2244,Shana Feste,Bruce Greenwood,Drama Romance,Alex Pettyfer,endless love,Rhys Wakefield,6.3,Endless Love,Shana Feste Bruce Greenwood Alex Pettyfer Drama Romance Rhys Wakefield
2245,Garry Marshall,Zachary Gordon,Comedy Drama,Hector Elizondo,georgia rule,Jane Fonda,5.9,Georgia Rule,Garry Marshall Zachary Gordon Hector Elizondo Comedy Drama Jane Fonda
2246,Steve Rash,Adam Arkin,Comedy,Mako,under the rainbow,Billy Barty,5.4,Under the Rainbow,Steve Rash Adam Arkin Mako Comedy Billy Barty
2247,Richard Donner,John Wood,Adventure Comedy Drama Fantasy,Matthew Broderick,ladyhawke,Leo McKern,7.0,Ladyhawke,Richard Donner John Wood Matthew Broderick Adventure Comedy Drama Fantasy Leo McKern
2248,Mark Steven Johnson,Jan Hooks,Comedy Drama Family,Oliver Platt,simon birch,Dana Ivey,6.9,Simon Birch,Mark Steven Johnson Jan Hooks Oliver Platt Comedy Drama Family Dana Ivey
2249,Mike Binder,Don Cheadle,Drama,Adam Sandler,reign over me,John de Lancie,7.5,Reign Over Me,Mike Binder Don Cheadle Adam Sandler Drama John de Lancie
2250,Sean Penn,William Hurt,Adventure Biography Drama,Kristen Stewart,into the wild,Hal Holbrook,8.2,Into the Wild,Sean Penn William Hurt Kristen Stewart Adventure Biography Drama Hal Holbrook
2251,Todd Phillips,Sarah Silverman,Comedy,Jon Heder,school for scoundrels,Jacinda Barrett,5.9,School for Scoundrels,Todd Phillips Sarah Silverman Jon Heder Comedy Jacinda Barrett
2252,Michael J. Bassett,Deborah Kara Unger,Adventure Drama Horror Mystery Thriller,Radha Mitchell,silent hill: revelation 3d,Martin Donovan,5.0,Silent Hill: Revelation 3D,Michael J. Bassett Deborah Kara Unger Radha Mitchell Adventure Drama Horror Mystery Thriller Martin Donovan
2253,Robert Rodriguez,Salma Hayek,Crime Fantasy Horror,Quentin Tarantino,from dusk till dawn,Cheech Marin,7.3,From Dusk Till Dawn,Robert Rodriguez Salma Hayek Quentin Tarantino Crime Fantasy Horror Cheech Marin
2254,Frank Nissen,Brenda Blethyn,Animation Family Fantasy Mystery,Kath Soucie,pooh's heffalump movie,John Fiedler,6.4,Pooh's Heffalump Movie,Frank Nissen Brenda Blethyn Kath Soucie Animation Family Fantasy Mystery John Fiedler
2255,Jodie Foster,Holly Hunter,Comedy Drama Romance,Robert Downey Jr.,home for the holidays,Steve Guttenberg,6.6,Home for the Holidays,Jodie Foster Holly Hunter Robert Downey Jr. Comedy Drama Romance Steve Guttenberg
2256,Stephen Chow,Chi Ling Chiu,Action Comedy Crime Fantasy,Shengyi Huang,kung fu hustle,Qiu Yuen,7.8,Kung Fu Hustle,Stephen Chow Chi Ling Chiu Shengyi Huang Action Comedy Crime Fantasy Qiu Yuen
2258,Peter Hastings,Alex Rocco,Comedy Family Music Musical,Haley Joel Osment,the country bears,Stephen Root,4.0,The Country Bears,Peter Hastings Alex Rocco Haley Joel Osment Comedy Family Music Musical Stephen Root
2259,Marc Forster,Shaun Toub,Drama,Mustafa Haidari,the kite runner,Khalid Abdalla,7.6,The Kite Runner,Marc Forster Shaun Toub Mustafa Haidari Drama Khalid Abdalla
2260,Alejandro G. Iñárritu,Eddie Marsan,Drama,Naomi Watts,21 grams,Danny Huston,7.7,21 Grams,Alejandro G. Iñárritu Eddie Marsan Naomi Watts Drama Danny Huston
2261,Paul Abascal,Tom Hollander,Action Crime Drama Thriller,Cole Hauser,paparazzi,Kelly Carlson,5.8,Paparazzi,Paul Abascal Tom Hollander Cole Hauser Action Crime Drama Thriller Kelly Carlson
2263,Chris Koch,Lochlyn Munro,Comedy Romance,Thomas Lennon,a guy thing,James Brolin,5.6,A Guy Thing,Chris Koch Lochlyn Munro Thomas Lennon Comedy Romance James Brolin
2264,Amy Heckerling,Robert Miano,Comedy Romance,Andy Dick,loser,Zak Orth,5.3,Loser,Amy Heckerling Robert Miano Andy Dick Comedy Romance Zak Orth
2265,Michael Moore,Michael Moore,Crime Documentary News,Ronald Reagan,capitalism: a love story,Bernie Sanders,7.4,Capitalism: A Love Story,Michael Moore Michael Moore Ronald Reagan Crime Documentary News Bernie Sanders
2266,George Stevens,Carroll Baker,Biography Drama History,Martin Landau,the greatest story ever told,José Ferrer,6.6,The Greatest Story Ever Told,George Stevens Carroll Baker Martin Landau Biography Drama History José Ferrer
2267,Billy Ray,Michael Kelly,Crime Drama Mystery Thriller,Julia Roberts,secret in their eyes,Joe Cole,6.2,Secret in Their Eyes,Billy Ray Michael Kelly Julia Roberts Crime Drama Mystery Thriller Joe Cole
